id,url,titulo,tipo,precio,metros,habitaciones,zona,calle,latitud,longitud,fecha_publicacion,descripcion,ocupado,habitable,anunciante,baños,año_construccion,terraza,balcon,garaje,ascensor,reforma,jardin,piscina,aire_acondicionado
107058477,https://www.idealista.com/inmueble/107058477/,Piso en venta en Centre,piso,132000,90,3,Centre,carrer ample,41.6745469,2.7919581,17-01-2025," Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: housing without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW]. ",False,True,SA ROQUETA INVESTMENT,2,0,False,False,False,False,False,False,False,False
105377058,https://www.idealista.com/inmueble/105377058/,Piso en venta en calle de Balmes,piso,48000,59,1,Centre,carrer de balmes,41.6775371,2.7885883,08-04-2025," Piso situado en un edificio de seis alturas sobre rasante, sin ascensor, ubicado en la localidad de Blanes, en la provincia de Gerona. Tiene una superficie de 48.00 m2 construidos y 43.53 m2 útiles, compuesto por un dormitorio, un baño, salon-comedor, cocina y una terraza. La vivienda tiene la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, varias estancias que se considerarían dormitorios, y un cuarto de baño completo con bañera. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. ",True,True,Solvia SE,1,0,False,False,False,False,False,False,False,False
103078870,https://www.idealista.com/inmueble/103078870/,Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,casa,1000000,299,5,Cala Sant Francesc - Santa Cristina,carrer de la cala,41.6800728,2.8085619,25-02-2025," Fantástica casa con vistas panorámicas al mar en Cala Sant Francesc! Villa de 300 m2 situada en una parcela de 877 m2 en la prestigiosa urbanización Cala San Francesc (entrada privada, zona privada). El acceso peatonal a la playa (el descenso por escaleras 300 m). Una plaza de parking gratuito al lado de la playa. 5 dormitorios, 4 baños, salón- comedor amplio con salida a terraza soleada con vistas panorámicas al mar.  La planta baja con entrada independiente: 1 dormitorio con vestidor, cocina, 2 baños, 2 trasteros. Siguiente planta: 3 dormitorios, terraza, 1 baño, biblioteca. Ultima planta: 1 dormitorio tipo suite con su baño, cocina, 3 terrazas, salón-comedor  Garaje, bonito jardín, piscina privada. La exclusiva urbanización tiene vigilancia todo el año, zona comunitaria con pistas de tenis, restaurante, bar, piscina y un parking para los vecinos de la urbanización cerca de la playa! Conveniente ubicación - proximidad a la ciudad (Blanes - 2 km, Lloret de Mar - 3 km), a los supermercados (1 km), a hospital de Blanes. Muy cerca se encuentran los Jardines Botánicos: Mar i Murtra, Pinya de Rosa, Santa Clotilde. Parque de atracciones Gnomo Park para los niños esta a unos 800 m. Aqua parques WaterWorld y Marineland están a 2-3 km de la villa. ",False,True,PARRINGAS,4,0,True,False,True,False,False,True,True,True
103985736,https://www.idealista.com/inmueble/103985736/,Piso en venta en Els Pins,piso,335000,67,3,Els Pins,carrer vila de paris,41.6640737,2.7834086,17-04-2025," Bienvenido a este fantástico piso en primera línea de mar, donde el espectáculo del océano se convierte en el telón de fondo de su vida cotidiana,  Desde sus impresionantes vistas al paseo marítimo de Blanes hasta el majestuoso Castillo de Sant Joan, cada rincón de este hogar respira serenidad y belleza costera. Imagínese despertar temprano por la mañana y sumergirse directamente en las aguas del mar; una experiencia inigualable, especialmente en los meses más cálidos.  Con tres dormitorios, dos de ellos dobles, este hogar es ideal para aquellos que buscan espacio y comodidad. El baño con plato de ducha aporta funcionalidad, mientras que el salón comedor de 17 m2, con acceso a la terraza de 10 m2, es el lugar perfecto para relajarse y disfrutar de las vistas infinitas. La cocina abierta, prácticamente nueva, añade un toque de modernidad y funcionalidad al espacio. Los acabados de alta calidad en la reforma son evidentes en cada detalle, haciendo que este piso esté listo para entrar a vivir y comenzar a disfrutarlo desde el primer día. La finca cuenta con ascensor, proporcionando accesibilidad y comodidad. En cumplimiento de la ley 3/2917 del 13 de febrero de 2018 del Código civil de Cataluña, por el que se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de viviendas en Cataluña, se informa al cliente que los gastos notariales, registrales e impuestos que le sean de aplicación (ITP o IVA AJD) y otros gastos inherentes a la compraventa, no están incluidos en el precio. ",False,True,FINQUES TARRADELLAS,1,1967,True,False,False,True,False,False,False,True
107265615,https://www.idealista.com/inmueble/107265615/,Piso en venta en calle del Roser,piso,103000,98,3,Centre,carrer del roser,,,08-04-2025," Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo.Piso situado en Blanes. Cuenta con una superficie de 98 m² distribuidos en 3 dormitorios y 1 baño. Está equipado con cocina amueblada y calefacción. Se localiza en una zona bien comunicada (paradas de autobús próximas, estación de tren a 20 minutos andando). En sus inmediaciones cuenta con todo tipo de servicios y comercios (supermercados, restaurantes, farmacias, centro de salud, etc,) y la playa a 500 metros. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en. ",True,True,Solvia SE,1,0,False,False,False,False,False,False,False,False
107598911,https://www.idealista.com/inmueble/107598911/,Chalet pareado en venta en calle Petit de Raval,casa,425000,280,4,Centre,carrer petit de raval,41.6765169,2.792285,22-04-2025," ¡ Descubre tu nuevo hogar en el corazón de Blanes! Esta impresionante casa de pueblo de 270 m2 construidos y totalmente reformada te ofrece una vida de ensueño a solo 5 minutos andando a la playa el puerto y el paseo maritimo. Con acceso por dos calles esta casa de cuatro plantas, tres terrazas y patio combina comodidad y estilo en cada rincón. En la planta baja encontraras un amplio salón comedor se abre un encantador patio ideal para disfrutar de momentos al aire libre. La cocina independiente con salida al patio esta totalmente equipada y el baño completo con plato de ducha añade funcionalidad. La primera planta alberga tres habitaciones dobles con armarios empotrados y un elegante baño con una gran bañera todo sobre suelos de parquet de madera natural que aportan calidez en cada rincón. La segunda planta es perfecta para el entretenimiento, con un gran salón con chimenea, suelos de parquet de madera natural, un baño completo con plato de ducha y una terraza de 20 m2. y en la tercera planta encontrarás otra cocina totalmente equipada con zona de lavado y dos terrazas solarium con barbacoa. Construida en el año 2002 y en excelente estado de conservación esta casa cuenta con calefacción de gas natural y ventas de aluminio color madera con doble cristal climalitte, asegurando confort durante todo e laño. No pierdas la oportunidad de vivir en este oasis urbano con orientación este y norte. ¡ Ven a conocerla y enamorate de tu futuro hogar! ",False,True,FINCAS KÁPITAL,3,2002,True,False,False,False,False,False,False,False
87962217,https://www.idealista.com/inmueble/87962217/,Piso en venta en calle del Roser,piso,125000,86,3,Centre,carrer del roser,,,05-02-2025," Este piso lo tenemos en Blanes en zona tranquila, a cinco minutos andando del centro y con vistas del pueblo hasta el mar. La vivienda esta compuesta de un salón comedor con salida a un balcón, una cocina office, un baño, dos habitaciones dobles y otra individual, tiene además en la azotea una habitación con un espacio para la pica lavadora etc. Es un cuarto sin ascensor. Ven te lo enseñamos sin compromiso.. ",False,True,GIROTERRA GRUP TERRAMINIUM,1,1980,False,True,False,False,False,False,False,False
107502478,https://www.idealista.com/inmueble/107502478/,Piso en venta en calle Melilla,piso,129900,110,3,Semicentre,carrer melilla,41.6871507,2.7951586,17-04-2025," tPisos en venta en Blanes, Girona. Se trata de pisos desde 92 m² a 110 m² distribuidos en salón-comedor, cocina, 2 o 3 dormitorios y 2 baños, según vivienda. El piso se sitúa en la periferia de Blanes, teniendo buenos accesos por carretera a través de la autopista C-32 y la carretera GI-682. En cuanto a las comunicaciones públicas, Blanes cuenta con una estación de tren que conecta con la línea R1 de Renfe, facilitando el acceso a Barcelona y otras localidades costeras. También hay varias líneas de autobuses que comunican con las áreas circundantes. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, y oficinas bancarias. Blanes es conocido por su hermoso puerto deportivo, así como por sus playas de arena fina como la Playa de S´Abanell y la Cala Sant Francesc. A nivel de servicios de salud, se encuentra cerca del Hospital Comarcal de la Selva. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. ",False,True,Solvia HR,2,0,False,False,False,True,False,False,False,False
107689625,https://www.idealista.com/inmueble/107689625/,Piso en venta en Centre,piso,759000,150,3,Centre,carrer ample,41.6745469,2.7919581,22-04-2025," Descubre este impresionante ático con vistas panorámicas al puerto y la bahía, ubicado en la mejor zona de Blanes, Costa Brava. Situado frente a la playa, este exclusivo inmueble ofrece 3 amplios dormitorios, 3 baños, un salón espacioso y una magnífica terraza. Distribución de la Propiedad en el 5º y 6º Piso: 5º Piso (151 m²): Dispone de 3 dormitorios, 3 baños, una cocina moderna, comedor y una acogedora biblioteca. La luminosidad es protagonista gracias a su terraza cubierta frente al mar, que ofrece vistas espectaculares al puerto y la bahía de Blanes. 6º Piso Privado: Cuenta con una terraza soleada de 90 m² orientada a los cuatro vientos, ideal para disfrutar del aire libre. Además, incluye una zona cubierta con un dormitorio adicional y un cuarto de lavado. Características Generales: Impresionantes vistas al mar, puerto, bahía de Blanes y la ciudad. En excelente estado, actualmente utilizado para alquileres temporales a corto plazo. Totalmente amueblado para su comodidad. Servicios de gas y electricidad independientes, con agua comunitaria del edificio. A tan solo 5 minutos a pie del transporte público. Construido en 1973, combina encanto clásico con comodidades modernas. Sala de estar amplia y luminosa, comedor, biblioteca y sala de juegos, todos con acceso a una terraza exterior cubierta. Dormitorio principal con armarios empotrados, mobiliario elegante y un amplio baño privado. Segundo dormitorio doble con terraza exterior cubierta, armario empotrado, mobiliario y baño privado. Tercer dormitorio doble con ventana exterior, armario empotrado, mobiliario y baño. Cocina grande y luminosa con oficina y grandes ventanales, perfecta para disfrutar de las comidas junto al amplio comedor, decorado con muebles y paredes de madera. Este ático es una joya que combina lujo, comodidad y una ubicación inmejorable.  ref: 6095. ",False,True,REIMSS,3,1973,False,False,False,True,False,False,False,True
101895692,https://www.idealista.com/inmueble/101895692/,Piso en venta en calle de Sant Maximià,piso,111500,68,2,Els Pavos,carrer de sant maximià,,,17-04-2025," Piso en venta en Blanes, Gerona. Cuenta con una superficie de 70 m² distribuidos en 2 espaciosas habitaciones, amplio salón-comedor, cocina amueblada y 1 baño. El edificio cuenta con ascensor. El piso está situado en una zona tranquila y a sus alrededores dispone de centros de ocio, servicios básicos, bibliotecas y a escasos minutos de la playa. Cuenta con acceso a la GI-6831. ¿Es lo que andabas buscando? Pasa a verlo. Te esperamos. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. ",True,True,Aliseda inmobiliaria,1,0,False,False,False,False,False,False,False,False
97506929,https://www.idealista.com/inmueble/97506929/,Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,casa,1470000,292,4,Cala Sant Francesc - Santa Cristina,carrer de la cala,41.6800728,2.8085619,03-04-2025," Maravillosa casa con vistas inolvidables al mar, situada en la urbanización Santa Cristina en 20 minutos andando de la playa! En la planta baja hay un soleado salón-comedor con salida a la terraza, una cocina-office y un cuarto de baño. En la planta primera se encuentran tres dormitorios dobles, todas con salida al balcón con panorámicas vistas al mar y bosque, y un cuarto de baño. Y en la zona de buhardilla hay otra habitación, que se puede utilizar como dormitorio, despacho, biblioteca etc. Desde este habitación podemos acceder a la terraza para seguir disfrutando de las fantásticas vistas. La casa dispone de un amplio garaje y de jardín con preciosa piscina. Organice la visita, esta casa le enamorará sin duda! ***La descripción expuesta es meramente informativa, puede contener errores involuntarios y no tiene valor contractual. ***. ",False,True,QS Estate Agency,2,2000,True,False,True,False,False,True,True,False
106803037,https://www.idealista.com/inmueble/106803037/,Piso en venta en Centre,piso,176000,50,2,Centre,carrer ample,41.6745469,2.7919581,16-04-2025," A sólo 200 metros de la Playa con todos los servicios y comercios cerca le presentamos este bonito piso en segunda planta sin ascensor con dos habitaciones, una doble, una individual, salón comedor con ventanal a la calle, cocina individual y cuarto de baño con plato de ducha. Tiene calefacción eléctrica de split, suelos en gres, carpintería exterior en aluminio, ventanas oscilobatientes y puertas en madera recien cambiadas. Aproveche la posibilidad de adquirir un piso en el corazón de Blanes la puerta de la Costa Brava y disfrute de su entorno con sus preciosas playas, conozca sus lugares de interés cultural y disfrute su conocida y valorada gastronomía. CONROMA es una empresa innovadora con un ambiente familiar muy competitivo, que cuenta con más 20 años de experiencia en el sector inmobiliario. Nuestro equipo de agentes proporciona un asesoramiento profesional y personalizado a fin de obtener los mejores resultados. Con una inversión permanente en tecnología, nos colocamos entre las inmobiliarias más eficientes de la zona, ya que nos volcamos en todos los pasos del proceso de comercialización, control y conocimiento del perfil de nuestros clientes, ofreciendo eficacia, flexibilidad y creatividad. En cumplimiento de la ley 3/2917 del 13 de febrero de 2018 del Código civil de Cataluña, por el que se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de viviendas en Cataluña, informa al cliente que los gastos notariales, registrales e impuestos que le sean de aplicación (ITP o IVA +AJD) y otros gastos inherentes a la compraventa no están incluidos en el precio. ",False,True,Conroma La Selva Blanes,1,0,False,False,False,False,False,False,False,True
104891505,https://www.idealista.com/inmueble/104891505/,Piso en venta en avenida Catalunya,piso,69600,75,3,La Plantera,avinguda catalunya,41.6671236,2.7739652,08-04-2025," Vivienda situada en un edificio de cinco alturas sobre rasante, ubicado en la calle Avenida Catalunya, en la localidad de Blanes, en la provincia de Girona. El edificio dispone de una cierta antigüedad, por lo que carece de ascensor. La vivienda tiene una superficie construida de 75m2 y una superficie útil de 68.5 m2 y está distribuida en un amplio hall de entrada, que da acceso a una cocina equipada independiente muy luminosa exterior y amueblada, y un pasillo que distribuye a un gran salón comedor con salida a una terraza exterior, tres dormitorios siendo dos de ellas habitación doble, y un cuarto de baño completo con bañera. La vivienda dispone de carpintería exterior de aluminio con acristalamiento sencillo, carpintería interior de madera principalmente de sapeli, su puerta de acceso es normal blindada, disponiendo de calefacción de gas natural pero no de aire acondicionado. Los suelos de las estancias son de gres cerámico, y la pintura es monocapa, plástica lisa, en todas las estancias. En la vivienda es necesario realizar una reforma para adecuarlo a unas condiciones de habitabilidad óptimas. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia. - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adqui. ",True,True,Solvia SE,1,0,False,False,False,False,False,False,False,False
96536781,https://www.idealista.com/inmueble/96536781/,Casa o chalet independiente en venta en Cala Sant Francesc - Santa Cristina,casa,1380000,298,4,Cala Sant Francesc - Santa Cristina,carrer de la cala,41.6800728,2.8085619,21-09-2024," Magnífico chalet situado en el exclusivo sector privado denominado como la Cala de Sant Francesc de la ciudad de Blanes. La finca está ubicada a tan solo 200m de la cala.   La vivienda dispone de una amplia entrada con el recibidor, 4 dormitorios dobles, dos baños, una sala de estar con chimenea y acceso a una terraza con zona de estar o comedor de verano, cocina independiente totalmente equipada con zona para desayunos y un lavadero. La casa tiene calefacción y aire acondicionado, además está equipada con alarma.   La parcela de 835m es totalmente ajardinada y dispone de propio pozo y riego automático.  La piscina comunitaria se ubica a escasos metros de la finca.   Plaza de aparcamiento. Vistas parciales al mar, montaña y jardín.  Para conocer un poco más sobre la zona le invitamos a visitar el apartado de TURISMO de nuestra página web, Zonas del entorno, Cala Sant Francesc. Desde del 2008 cumpliendo sus sueños! ",False,True,Lighthouse Costa Brava,2,1980,True,False,False,False,False,True,True,True
107961550,https://www.idealista.com/inmueble/107961550/,Piso en venta en avenida Joan Carles I,piso,92500,66,2,Mont Ferrant - Sant Joan,avinguda joan carles i,41.6800408,2.7922956,21-04-2025," NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR. Excelente oportunidad de adquirir en propiedad esta casa independiente residencial con una superficie de m² bien distribuidos en 2 dormitorios y 1 cuarto de baño ubicada en la localidad de Blanes, provincia de Girona. ¿Te gustaría tener más información? Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla. ",False,True,Hipoges,1,1991,False,False,False,False,True,False,False,False
102717688,https://www.idealista.com/inmueble/102717688/,Piso en venta en calle de Balmes,piso,48000,59,1,Centre,carrer de balmes,41.6775371,2.7885883,27-02-2025," Piso situado en un edificio de seis alturas sobre rasante, sin ascensor, ubicado en la localidad de Blanes, en la provincia de Gerona. Tiene una superficie de 48.00 m2 construidos y 43.53 m2 útiles, compuesto por un dormitorio, un baño, salon-comedor, cocina y una terraza. La vivienda tiene la siguiente distribución un hall de entrada, que da acceso a una cocina independiente, y un pasillo que distribuye a un salón comedor, varias estancias que se considerarían dormitorios, y un cuarto de baño completo con bañera. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia - El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros.El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior.Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética.El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. ",True,True,Solvia HR,1,0,False,False,False,False,False,False,False,False
